date,txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,activeAddresses,medianFee,averageDifficulty,paymentCount
2015-02-20,600,1803180.0,0.284644,23536.0,46.634590257,23672,0.077249890738,760476415.954,7991,
2015-02-21,513,1939520.0,0.305391,14275.0,37.8815704988,20805,0.05,768962180.812,7976,
2015-02-22,489,1927720.0,0.30275,28371.0,30.3068856518,18970,0.03,815056510.809,7880,
2015-02-23,881,2005950.0,0.314207,82507.0,67.6087788378,37668,0.07,828792870.681,9185,
2015-02-24,789,2463620.0,0.384864,77991.0,59.2950389237,35021,0.06116738073,877350801.235,8847,
2015-02-25,555,2150140.0,0.335048,33340.0,39.0665149858,22566,0.04,884965780.758,8376,
2015-02-26,710,2350210.0,0.365299,31163.0,52.597497414,27284,0.0642227590305,876093725.431,8123,
2015-02-27,530,2305920.0,0.357521,36994.0,35.8944886072,19818,0.04,847248434.597,7535,
2015-02-28,846,2492860.0,0.385549,68062.0,72.8345288928,36473,0.08,848403120.335,8088,
2015-03-01,764,2769930.0,0.427313,23255.0,53.4661562812,29034,0.04073931,827422664.7,8869,
2015-03-02,701,2766530.0,0.425727,67915.0,52.3190997469,26089,0.05,915841780.232,8162,
2015-03-03,830,2792970.0,0.428695,23029.0,79.7543276832,52763,0.08,871077818.706,9207,
2015-03-04,688,2713080.0,0.415367,21345.0,53.9040714271,30023,0.06,887862437.982,8596,
2015-03-05,650,2705880.0,0.413275,45238.0,50.1490249513,27139,0.05,886924025.882,7947,
2015-03-06,648,3100550.0,0.472445,77668.0,52.6441076948,24481,0.07,892974818.087,8029,
2015-03-07,529,3198930.0,0.486154,25259.0,44.051031038,28517,0.05545962539,940351806.818,7528,
2015-03-08,524,3071180.0,0.46557,39107.0,38.4424931572,17127,0.0558640915685,923947827.338,5839,
2015-03-09,644,3236970.0,0.489531,110877.0,49.0057263741,26450,0.05,902406015.864,8715,
2015-03-10,1130,4296870.0,0.648228,182299.0,92.4530530141,49334,0.1,910182549.753,10531,
2015-03-11,883,5263560.0,0.792159,95830.0,66.452165093,34505,0.06,927145173.827,8667,
2015-03-12,707,4766020.0,0.71549,62621.0,51.7706190292,26178,0.040066381088,946484405.698,6623,
2015-03-13,807,4533130.0,0.678898,56953.0,62.2795517778,25389,0.070383955834,962891187.521,8538,
2015-03-14,671,4240350.0,0.633491,83441.0,53.1011789938,23801,0.06,999307367.262,7528,
2015-03-15,717,4525900.0,0.674561,70322.0,49.047442529,26357,0.037073904629,984260779.168,7418,
2015-03-16,1043,4675430.0,0.695199,110309.0,91.7378565039,40610,0.1,926297034.537,8628,
2015-03-17,792,5438720.0,0.806746,61111.0,59.9510231963,32037,0.0475573295645,953386485.226,8307,
2015-03-18,725,5086120.0,0.752673,51858.0,46.6296835563,21589,0.04,936680770.661,7829,
2015-03-19,824,4381670.0,0.646906,52047.0,49.4801628093,29499,0.03,931851582.026,8939,
2015-03-20,696,4529630.0,0.667179,28023.0,43.7083308477,19713,0.0312342721365,925313236.163,8199,
2015-03-21,784,4374530.0,0.642876,61605.0,50.8792019636,23744,0.0300002877455,955941149.623,8631,
2015-03-22,948,5069650.0,0.743241,108985.0,68.3784077615,35616,0.0410015301775,920640227.817,9025,
2015-03-23,1048,5300020.0,0.775314,45634.0,66.9298038385,35062,0.0315131693215,889678228.831,9865,
2015-03-24,774,5255200.0,0.766937,52144.0,43.9489628036,23553,0.03,841453978.906,9183,
2015-03-25,820,4851810.0,0.706427,98536.0,50.9127812168,30046,0.03,872897587.951,9109,
2015-03-26,797,5285540.0,0.767811,44427.0,60.2695578903,32116,0.04,859518053.21,8342,
2015-03-27,787,5136280.0,0.744401,42036.0,45.7720995944,21463,0.03,859097152.571,8855,
2015-03-28,834,5389510.0,0.779336,74210.0,50.6409757409,25988,0.03,898228298.576,8853,
2015-03-29,830,5590830.0,0.806605,58609.0,60.5315353166,32006,0.04,867064786.728,8076,
2015-03-30,860,4993790.0,0.718821,108069.0,50.7177361658,27190,0.03,948029928.594,9052,
2015-03-31,1169,6061480.0,0.870559,216122.0,101.000176167,61647,0.06,934750288.321,9565,
2015-04-01,986,6333310.0,0.907474,119203.0,72.0602405613,33764,0.043261073638,972795399.265,8976,
2015-04-02,750,7040630.0,1.01,88831.0,43.9380068049,23871,0.03,994154839.858,8239,
2015-04-03,804,6853850.0,0.977708,139293.0,49.0545022907,25300,0.0310057547015,1044062308.93,8507,
2015-04-04,819,6606150.0,0.940243,128977.0,49.1293585179,25514,0.030199980261,1023233833.58,8330,
2015-04-05,855,6037240.0,0.857369,143439.0,52.6722673285,26342,0.031707385046,976202930.98,8641,
2015-04-06,782,6193760.0,0.877685,38051.0,38.7158414864,19284,0.02579835984,1037376307.78,8218,
2015-04-07,697,5576860.0,0.788578,95347.0,40.0398997981,19842,0.033431568169,1004479041.48,8459,
2015-04-08,753,5803160.0,0.818747,33421.0,44.4606620347,24368,0.03,1006124283.2,8427,
2015-04-09,745,5365370.0,0.755325,24374.0,47.4773947692,24818,0.03,973367847.273,8124,
2015-04-10,779,5406330.0,0.759481,67091.0,43.2168712857,20423,0.03,1029127319.1,8316,
2015-04-11,685,5739570.0,0.804529,45289.0,38.7922495585,20560,0.03237493,1041921262.5,7882,
2015-04-12,619,5911570.0,0.826843,22665.0,33.3239048894,17804,0.02980219035,1017693242.06,7306,
2015-04-13,763,5735080.0,0.800405,66159.0,47.5620825005,22255,0.03872826,993916148.677,7191,
2015-04-14,585,5010540.0,0.697815,37452.0,36.5370276277,16384,0.037166488638,1019504392.95,6796,
2015-04-15,709,4724530.0,0.65659,21974.0,43.4904452971,21067,0.030155526889,976675823.369,7474,
2015-04-16,728,4853110.0,0.673035,42962.0,46.4596449249,26615,0.04,981798288.596,7464,
2015-04-17,701,4903060.0,0.678462,27205.0,56.7494045787,23740,0.046904860745,997089183.535,7388,
2015-04-18,607,4765990.0,0.658119,39375.0,35.7255756534,18261,0.03,1045640522.59,7148,
2015-04-19,629,5023780.0,0.69231,15323.0,36.6954724519,19916,0.029245671,987658454.799,6806,
2015-04-20,844,4816330.0,0.662429,28005.0,52.8562849661,26365,0.04,987948283.569,7738,
2015-04-21,757,4968090.0,0.68176,101360.0,46.0045996853,22994,0.04,958418112.582,7846,
2015-04-22,681,4614040.0,0.631823,29956.0,35.3893555479,20395,0.02746614,927825011.901,8026,
2015-04-23,689,4221300.0,0.57687,45474.0,36.263472272,19232,0.03,906111979.842,8262,
2015-04-24,578,4375970.0,0.596757,18883.0,30.3928696461,17517,0.03,965705021.165,7433,
2015-04-25,572,4205970.0,0.572382,77248.0,31.876043713,17317,0.03,1013566975.68,7117,
2015-04-26,601,4150550.0,0.563681,19954.0,31.4035480946,16891,0.026971974521,998467212.929,6982,
2015-04-27,593,4105850.0,0.556476,26268.0,33.7434710794,19068,0.03,922402807.86,7449,
2015-04-28,575,4185340.0,0.566098,97890.0,35.6502346152,19342,0.03,937007627.636,6940,
2015-04-29,585,3589430.0,0.484513,29029.0,36.0090230678,19346,0.03,878036383.804,7511,
2015-04-30,543,3655310.0,0.49244,29589.0,30.7472780753,17646,0.03,900340865.103,7250,
2015-05-01,567,3734140.0,0.502925,13570.0,34.3959361282,18208,0.03,873306909.367,7206,
2015-05-02,563,3713670.0,0.500167,12363.0,29.6452385831,16587,0.026771449343,848829690.726,7336,
2015-05-03,546,3675710.0,0.495055,13646.0,31.1671738967,17195,0.0298952095085,876190415.424,7083,
2015-05-04,702,3703540.0,0.498803,19414.0,43.4666703737,22821,0.03,876851941.717,8068,
2015-05-05,621,3476820.0,0.468268,22379.0,33.2602659383,16828,0.027766701296,815731590.039,7054,
2015-05-06,557,3499060.0,0.471263,29928.0,33.0369392523,26959,0.03706975864,784025388.646,7081,
2015-05-07,512,3407420.0,0.458921,29403.0,27.800084048,14817,0.024999860423,793367240.392,7247,
2015-05-08,635,3521290.0,0.474257,13967.0,35.384466995,21078,0.028875580935,809135037.872,7546,
2015-05-09,505,3711700.0,0.4911,33579.0,27.1825037643,15771,0.03,832708779.088,6594,
2015-05-10,489,3900430.0,0.51507,25842.0,28.028497789,16395,0.030800483942,778199932.287,6956,
2015-05-11,618,4257390.0,0.561128,40270.0,34.1627599707,20493,0.0289582762215,782220585.629,7610,
2015-05-12,661,3900190.0,0.513022,27612.0,42.1026369235,21762,0.038058749435,811234895.79,7236,
2015-05-13,562,3631200.0,0.476743,22340.0,30.5226054485,17246,0.027065719019,799679671.501,7096,
2015-05-14,601,3685290.0,0.4829,24386.0,28.365362888,16440,0.025646670998,796316379.423,7034,
2015-05-15,556,3791680.0,0.495878,36937.0,28.2559989981,16897,0.02850625505,817540857.488,6730,
2015-05-16,567,4187560.0,0.546561,48492.0,35.1893180208,22558,0.035607159172,870055833.337,6595,
2015-05-17,559,4589620.0,0.597889,38552.0,31.791100702,17855,0.03,896597048.51,6795,
2015-05-18,678,4298940.0,0.558933,66440.0,36.9132322044,22714,0.028784218109,915234712.81,7259,
2015-05-19,1090,4122390.0,0.534982,64157.0,76.3801513656,43546,0.044009530956,871379453.33,8454,
2015-05-20,709,3975640.0,0.51494,62290.0,36.7165198337,18439,0.02890124,888755710.076,7375,
2015-05-21,529,3965800.0,0.512711,110387.0,28.1181142565,16320,0.03,880780894.847,6565,
2015-05-22,562,3620250.0,0.467157,52852.0,30.3061663312,18877,0.0276630285315,881193386.343,6551,
2015-05-23,529,3563310.0,0.45893,28017.0,24.2314945608,13906,0.026577223496,901893604.768,6456,
2015-05-24,553,3661790.0,0.470752,12799.0,29.6381453597,15024,0.028095884072,900156704.175,6498,
2015-05-25,532,3736440.0,0.479449,28042.0,32.013703702,16710,0.0321206514235,847523924.081,6198,
2015-05-26,483,3619900.0,0.46367,32411.0,26.0817194428,14703,0.03,849056945.433,6189,
2015-05-27,533,3505500.0,0.448145,44220.0,30.1452464453,16852,0.03,849880076.319,6654,
2015-05-28,506,3337830.0,0.425935,29630.0,33.9503764638,14822,0.03,801825037.588,6382,
2015-05-29,566,3488920.0,0.444393,29580.0,29.7514721422,17995,0.0299934803955,735913287.317,6612,
2015-05-30,553,3469710.0,0.441193,16705.0,35.1857377034,18270,0.03,730025935.917,6431,
2015-05-31,568,3514770.0,0.446073,44096.0,31.6035128786,17158,0.0274146917365,744922872.997,6596,
2015-06-01,465,3561950.0,0.451224,21924.0,24.5613923682,15586,0.029843497002,735746189.845,6100,
2015-06-02,557,3596230.0,0.454769,42022.0,31.8612782899,16106,0.03,714393948.985,6397,
2015-06-03,592,3600960.0,0.454506,20468.0,29.1236035359,15084,0.020253469353,724974602.962,6256,
2015-06-04,473,3600680.0,0.453636,27086.0,28.9216240863,16836,0.03,742634144.957,6058,
2015-06-05,598,3788650.0,0.476499,33178.0,32.299783636,17939,0.0249792511185,755317537.713,6384,
2015-06-06,516,4021480.0,0.504834,61552.0,33.2866495423,16501,0.0395001054295,802731115.916,5785,
2015-06-07,619,4201680.0,0.526472,60901.0,40.1021115544,23991,0.03,833826400.128,6326,
2015-06-08,514,4123340.0,0.515774,60437.0,30.5862340619,16248,0.03,857653225.634,6032,
2015-06-09,459,4352640.0,0.543491,84617.0,29.4237823383,14902,0.04,763231946.981,5688,
2015-06-10,594,3962800.0,0.493943,18563.0,39.4421769984,23137,0.03,736245717.251,6663,
2015-06-11,659,3851510.0,0.479596,39601.0,46.8303919137,16587,0.033777511972,694621393.09,6805,
2015-06-12,507,3718430.0,0.461866,37697.0,35.1783829875,17341,0.042105898782,703878101.08,5973,
2015-06-13,483,3796760.0,0.470766,38193.0,25.1658158705,14475,0.03,702627917.795,5867,
2015-06-14,541,3941870.0,0.487891,25286.0,31.4857482127,17707,0.026170901251,764994964.778,6036,
2015-06-15,562,4007810.0,0.495178,27100.0,30.5791468208,16552,0.029503816696,682770850.398,6103,
2015-06-16,497,4095180.0,0.505134,47599.0,25.8661630313,14464,0.027793555227,712506115.798,5981,
2015-06-17,698,4123450.0,0.507717,35110.0,56.1862301799,41138,0.048832230669,756160400.522,6883,
2015-06-18,619,4092280.0,0.502986,18521.0,47.6284232047,34890,0.040052909154,767279843.013,6715,
2015-06-19,569,4107130.0,0.503972,36206.0,27.5954240916,14644,0.027249889832,685681878.075,6168,
2015-06-20,464,4197910.0,0.514188,46906.0,27.2659157361,18702,0.0322640417385,772347708.286,6318,
2015-06-21,553,4396240.0,0.537554,20026.0,27.176145202,14508,0.029093204223,788004281.305,6714,
2015-06-22,569,4310580.0,0.526186,24145.0,31.6935790184,16614,0.03,758770757.351,6639,
2015-06-23,529,4436020.0,0.540583,34151.0,33.8905954012,20061,0.040601574461,745633480.958,6694,
2015-06-24,510,4331280.0,0.526948,30722.0,26.3421715005,15115,0.036014395108,692291892.323,6830,
2015-06-25,561,4194070.0,0.509393,20286.0,30.5492675395,17829,0.03,679281383.07,7107,
2015-06-26,575,4153430.0,0.503591,27929.0,26.1468847032,16225,0.027330494525,713341842.883,7144,
2015-06-27,395,3992970.0,0.483322,25068.0,24.9828104241,15665,0.04,788316434.127,5836,
2015-06-28,618,4054450.0,0.489918,35450.0,29.1136593109,16344,0.02454,792253249.095,7009,
2015-06-29,550,3893490.0,0.469706,38116.0,35.5934080313,19724,0.04,775297961.623,6798,
2015-06-30,510,4097860.0,0.493517,20586.0,24.1542753842,15577,0.02902499152,786508448.902,6491,
2015-07-01,491,4152950.0,0.499344,16986.0,27.0291777293,16061,0.03,748911244.512,6658,
2015-07-02,549,4156770.0,0.498977,23017.0,34.2185977526,19846,0.035778742018,695853240.146,6796,
2015-07-03,536,4111000.0,0.492674,19161.0,29.4445062704,18494,0.03,734456398.95,6771,
2015-07-04,447,4114420.0,0.492272,9823.0,22.3801718988,14899,0.03,709893058.145,6118,
2015-07-05,491,4244470.0,0.506999,21263.0,21.651438708,15253,0.025892750784,747512396.111,6228,
2015-07-06,529,4378680.0,0.522178,33776.0,32.2731849611,17735,0.03291966,756058488.043,6293,
2015-07-07,458,4260280.0,0.507229,15739.0,21.7396478901,13167,0.028443122932,735285211.629,5844,
2015-07-08,569,4302200.0,0.51141,19413.0,38.9796336216,27570,0.03540106633,688281617.308,7007,
2015-07-09,419,4333650.0,0.514289,32530.0,24.3291355625,14224,0.04,740218235.808,6072,
2015-07-10,603,4099850.0,0.4863,31812.0,29.9455106895,16879,0.028407607163,733761805.408,6666,
2015-07-11,589,4388740.0,0.520567,18728.0,40.443073318,18101,0.033692585201,751347480.491,6700,
2015-07-12,494,4545280.0,0.539135,66012.0,29.8887619933,16248,0.0388252238775,790061393.909,6047,
2015-07-13,573,5323920.0,0.631493,17500.0,31.8863783869,18622,0.03,806817369.498,6091,
2015-07-14,481,4819400.0,0.571649,13521.0,23.1787863602,14456,0.02695082,761733700.13,6060,
2015-07-15,478,4789930.0,0.562987,20021.0,24.9985539137,16207,0.03,792722998.214,5757,
2015-07-16,489,4613990.0,0.541435,13229.0,24.1205214547,12898,0.028742582823,769094866.533,5405,
2015-07-17,358,4577990.0,0.536343,10526.0,17.9392344576,10580,0.03,810950678.195,4569,
2015-07-18,594,4575510.0,0.535249,15685.0,27.0117980559,15096,0.023624738534,709570985.024,6144,
2015-07-19,445,4521330.0,0.528092,15024.0,27.3368115244,17367,0.04173725681,747542923.443,5669,
2015-07-20,606,4621200.0,0.538906,22420.0,42.8855018968,18496,0.04,694340896.404,6677,
2015-07-21,520,4715320.0,0.549014,44363.0,41.5508011407,18355,0.05029977001,723988270.671,6105,
2015-07-22,610,5048500.0,0.586897,28612.0,40.1665091528,17246,0.04,753338601.555,6456,
2015-07-23,501,4939510.0,0.573298,36815.0,24.6323387897,14126,0.029208268881,790821189.117,5928,
2015-07-24,428,4888280.0,0.566469,17108.0,24.6760767649,12737,0.030768490671,886663967.884,5382,
2015-07-25,480,4977960.0,0.575943,28011.0,28.1040745653,17883,0.032491733103,910039920.264,5388,
2015-07-26,603,4928700.0,0.569399,19209.0,52.8671217857,37344,0.06,838615858.71,5609,
2015-07-27,544,5034590.0,0.580721,18318.0,33.1599454741,14923,0.033349438841,840899832.325,5766,
2015-07-28,614,5175100.0,0.596008,31583.0,44.9890062239,20216,0.044485639437,825957279.479,6203,
2015-07-29,543,5357820.0,0.61613,23624.0,43.3541727926,14599,0.06,896629311.141,5748,
2015-07-30,554,5137850.0,0.58992,18356.0,42.2276806459,16407,0.0524065449985,834165429.35,5705,
2015-07-31,508,5084350.0,0.58295,17852.0,40.3893316299,15121,0.065524748029,777411368.446,5735,
2015-08-01,467,5018000.0,0.574428,47982.0,35.5212593205,14239,0.05913875,815100957.643,5426,
2015-08-02,680,5149630.0,0.588595,58236.0,64.8522789158,17468,0.1,837801361.884,6049,
2015-08-03,580,5484180.0,0.62588,41078.0,38.1336484104,20309,0.047628056855,895639002.223,5898,
2015-08-04,470,5221610.0,0.595026,23130.0,35.3585583303,14036,0.05,873019969.049,5356,
2015-08-05,616,5426410.0,0.61745,31532.0,46.1984766004,16978,0.05,821774130.863,5976,
2015-08-06,800,5416470.0,0.615411,179684.0,75.9593001907,28704,0.1,729155997.426,7157,
2015-08-07,711,6425560.0,0.728998,128615.0,55.7585074026,21519,0.057497754553,730018125.112,6845,
2015-08-08,551,6557890.0,0.742898,58680.0,44.022154591,16723,0.07,740809938.086,6013,
2015-08-09,585,5976810.0,0.676069,101826.0,52.8590499911,20882,0.07,800570214.805,5887,
2015-08-10,429,6080090.0,0.686737,33307.0,27.4341245255,14336,0.040590488859,800077826.453,5277,
2015-08-11,601,5823060.0,0.656747,69221.0,54.258842473,24237,0.083903089453,809574576.84,5935,
2015-08-12,466,5361380.0,0.603783,51925.0,39.3817756254,15397,0.06,794563822.361,5231,
2015-08-13,537,5474580.0,0.615626,51260.0,44.491583642,13978,0.05,836432107.081,5545,
2015-08-14,362,5130060.0,0.575992,49540.0,20.5842775867,11322,0.034969168965,841198801.587,4952,
2015-08-15,487,5453670.0,0.611454,49051.0,36.878999035,14510,0.040111273847,808310652.878,5329,
2015-08-16,706,5478570.0,0.613368,64263.0,53.1216892862,22390,0.055266445932,767996011.955,5697,
2015-08-17,641,5544840.0,0.619902,45312.0,31.6069350633,16713,0.027797622969,849874530.714,5984,
2015-08-18,540,5466910.0,0.610303,32718.0,26.7348033248,14850,0.03,847531487.194,5862,
2015-08-19,448,4378560.0,0.488089,35406.0,19.9170927191,10600,0.024161538642,839211675.859,5029,
2015-08-20,473,4861220.0,0.541129,69637.0,25.4764702028,12396,0.03,764360070.405,5239,
2015-08-21,580,5385120.0,0.59862,40345.0,32.5266281908,17420,0.03,799712334.594,5671,
2015-08-22,377,5115700.0,0.567801,22258.0,24.7709714351,14023,0.038867025403,864793252.968,4623,
2015-08-23,409,4988090.0,0.552861,31062.0,20.4833497818,11151,0.028237372838,825395295.301,4684,
2015-08-24,553,4901250.0,0.542486,77454.0,29.6413268296,17589,0.029629643719,806003237.456,5821,
2015-08-25,514,3918090.0,0.433043,32249.0,28.3291251679,15009,0.02747083181,784959087.679,5835,
2015-08-26,439,4440300.0,0.490084,18296.0,29.5123516652,14030,0.034090671592,797673059.834,5320,
2015-08-27,480,4500310.0,0.495994,22233.0,23.6442439488,13386,0.0278184768355,853058973.066,5427,
2015-08-28,419,4227600.0,0.465286,24895.0,28.1447557994,14812,0.048273115488,784873947.121,5238,
2015-08-29,418,4337790.0,0.476754,30004.0,19.498315474,11946,0.0282588240565,838510614.594,4982,
2015-08-30,582,4341760.0,0.476522,19851.0,22.5832161879,12549,0.02,817152789.052,5304,
2015-08-31,617,4250620.0,0.465863,20464.0,32.72141642,18495,0.027437643773,862850061.18,6044,
2015-09-01,684,4269290.0,0.467261,13804.0,37.4387040967,12948,0.05,814258017.689,5653,
2015-09-02,644,4185830.0,0.457513,17633.0,35.0518267712,12023,0.05,803478656.558,5166,
2015-09-03,645,4293320.0,0.468598,26802.0,53.0804172091,38622,0.04118148,827207225.587,5429,
2015-09-04,447,4216670.0,0.459605,19213.0,25.0392004082,12848,0.03,790806470.182,5244,
2015-09-05,507,4326210.0,0.470903,25003.0,22.7421743721,13125,0.025358406011,770545056.743,5843,
2015-09-06,427,4430410.0,0.481595,20838.0,24.862636802,14833,0.038091730466,734369760.494,4961,
2015-09-07,513,4653130.0,0.505125,14904.0,22.5665813548,13368,0.023850991857,730146750.567,5701,
2015-09-08,441,4600200.0,0.498696,23332.0,20.3951696514,12374,0.03,813732932.915,5273,
2015-09-09,474,4776830.0,0.517122,46479.0,27.7722716818,15979,0.03628797,863223823.637,5246,
2015-09-10,499,4682800.0,0.506263,19215.0,26.9818881653,16842,0.03,813562294.315,5119,
2015-09-11,404,4604850.0,0.497159,25292.0,29.8594191662,14590,0.05,854609435.931,5004,
2015-09-12,389,4592370.0,0.495145,21998.0,20.138396791,11510,0.031210761573,803048189.091,4770,
2015-09-13,565,4317610.0,0.464892,18133.0,25.0543392706,14378,0.024944906162,798076449.128,5591,
2015-09-14,641,4264430.0,0.458575,61609.0,29.3151067718,18754,0.025370887549,742214994.627,6027,
2015-09-15,553,4502900.0,0.483566,40322.0,32.7884814627,18373,0.03,778789527.895,5906,
2015-09-16,481,4682750.0,0.502213,42561.0,37.5480786223,16857,0.04,782221619.338,4970,
2015-09-17,559,4762110.0,0.510042,63098.0,27.3754900244,14643,0.02827993,761632813.814,5630,
2015-09-18,519,4626560.0,0.49487,12727.0,29.8155911194,17020,0.05,741911651.847,5527,
2015-09-19,479,4666030.0,0.498444,13090.0,25.2854478567,13941,0.03,743098926.441,5263,
2015-09-20,358,4672440.0,0.498473,23345.0,21.5737464352,11973,0.0398106365505,775129513.965,4304,
2015-09-21,525,4581520.0,0.488108,10323.0,24.335388597,13544,0.023543713875,806348960.883,4787,
2015-09-22,465,4520690.0,0.481006,20004.0,22.4785720611,12876,0.026636263788,814926105.781,4998,
2015-09-23,515,4397630.0,0.467306,26708.0,25.1294242363,16036,0.025702818727,768911535.51,5365,
2015-09-24,468,4377470.0,0.464555,16085.0,26.0264335636,14119,0.03,753398503.391,5486,
2015-09-25,547,4436980.0,0.470271,72674.0,28.389317135,16798,0.03,707230819.771,6163,
2015-09-26,543,4285200.0,0.453607,39062.0,30.5828057638,13948,0.02922661,773230614.466,5505,
2015-09-27,527,4209850.0,0.44504,15986.0,24.1769373029,13521,0.025350099746,781152262.638,5515,
2015-09-28,455,4176170.0,0.440906,22851.0,27.568342962,17245,0.04,752431950.532,5333,
2015-09-29,490,4259180.0,0.449097,18912.0,25.0412229552,14621,0.03,786282753.768,5683,
2015-09-30,557,4154530.0,0.437495,91652.0,31.0677638084,16445,0.03,811212038.86,5799,
2015-10-01,391,3813330.0,0.401044,27172.0,23.057262005,11524,0.04,735893741.87,5103,
2015-10-02,614,3858300.0,0.405273,24588.0,28.8099890497,18496,0.0257111456315,729132958.505,6064,
2015-10-03,439,3902290.0,0.409377,15752.0,19.8444377415,12284,0.02574404851,721999860.15,5266,
2015-10-04,503,3910740.0,0.40975,7905.0,29.9521283702,15253,0.03,740306139.027,5447,
2015-10-05,437,3824600.0,0.400232,17443.0,23.8544844801,13248,0.030340451158,646670371.774,5420,
2015-10-06,464,3971950.0,0.415127,13031.0,23.1527720131,14320,0.03,637914303.05,5484,
2015-10-07,548,3935680.0,0.410812,19953.0,34.3561944195,17501,0.0423308340765,707722107.723,5928,
2015-10-08,567,3773330.0,0.39337,28191.0,31.6320954937,17173,0.03,757100968.663,6072,
2015-10-09,434,3741360.0,0.389521,20221.0,36.7903585055,25938,0.06,752340468.178,5095,
2015-10-10,385,3794300.0,0.394552,12722.0,19.3561198858,11039,0.0294878047525,726220859.509,4928,
2015-10-11,635,3733480.0,0.387736,33411.0,47.3852675621,36423,0.05652351165,702006478.499,5131,
2015-10-12,450,3666600.0,0.38035,17245.0,25.2349064495,14424,0.0328062408145,686251012.187,5182,
2015-10-13,444,3827290.0,0.39651,20881.0,21.2427011818,12634,0.03,671489114.139,5205,
2015-10-14,497,3755190.0,0.388551,20717.0,37.8223650015,15242,0.05,725044331.173,5527,
2015-10-15,464,3710570.0,0.383465,26749.0,28.868180881,15114,0.037352152087,709560716.814,5105,
2015-10-16,424,3812460.0,0.393517,35622.0,21.7322986401,12916,0.03,676889363.131,5176,
2015-10-17,473,3999330.0,0.4123,25424.0,22.5880564002,13092,0.027497987703,658777806.578,5406,
2015-10-18,492,4138260.0,0.426104,10726.0,24.4044211594,13453,0.03,697243833.497,5232,
2015-10-19,551,3985030.0,0.409815,30649.0,29.8459786043,15541,0.03,669668679.383,5966,
2015-10-20,484,3865110.0,0.397011,36344.0,25.8117203375,14425,0.03,668187758.41,5641,
2015-10-21,520,3907320.0,0.400869,21249.0,29.6343625974,16037,0.034281803412,705473135.757,5694,
2015-10-22,545,3852920.0,0.394789,14927.0,39.2173042857,20702,0.037684298434,677130454.648,5575,
2015-10-23,533,3942040.0,0.403452,23478.0,34.0349182746,15506,0.039312460785,699527509.249,5736,
2015-10-24,434,3834210.0,0.391922,21783.0,22.9154905689,13268,0.03,786263481.424,4837,
2015-10-25,424,3875360.0,0.39566,28219.0,31.7895803527,15670,0.06,792322005.446,4455,
2015-10-26,724,3999670.0,0.407862,20914.0,35.1505045989,20719,0.026701136613,763974910.477,6098,
2015-10-27,441,3838270.0,0.390942,23061.0,34.9002447918,17804,0.05,752955063.791,4898,
2015-10-28,563,4037860.0,0.41077,41102.0,27.4670639394,15751,0.028085167389,775574972.596,5430,
2015-10-29,413,4403050.0,0.447411,45553.0,27.9714144701,15305,0.05,727388613.82,4952,
2015-10-30,501,4410090.0,0.447587,66360.0,25.1225725869,12633,0.026951474875,698418844.241,5302,
2015-10-31,420,4463440.0,0.452474,19924.0,38.6595439595,27062,0.0585309870075,727791814.479,4770,
2015-11-01,584,3974440.0,0.402422,27614.0,24.0071762211,14810,0.024065827994,687917241.129,5621,
2015-11-02,455,4184520.0,0.4232,45683.0,24.7346071641,15063,0.038820542091,667820770.432,4953,
2015-11-03,613,4385640.0,0.443038,71241.0,32.1237968355,16933,0.02904647065,668808423.125,5931,
2015-11-04,545,4428490.0,0.446854,81510.0,48.8069442065,24977,0.08,691228454.121,5688,
2015-11-05,608,4981470.0,0.502058,18894.0,35.1529861779,21221,0.0297504560055,658182492.232,5804,
2015-11-06,361,4312520.0,0.434111,17578.0,21.9162878444,11977,0.04,731069175.449,4578,
2015-11-07,399,4375090.0,0.439904,15748.0,18.3939988271,10141,0.028285392797,723942914.857,4795,
2015-11-08,450,4501570.0,0.452099,50506.0,21.7298883506,13022,0.03,693421731.067,4881,
2015-11-09,498,4974750.0,0.49906,33642.0,27.0854102332,15003,0.03,675390941.217,5173,
2015-11-10,551,4704550.0,0.471436,30024.0,37.1244357608,26718,0.04,655720786.93,5492,
2015-11-11,481,4571590.0,0.457574,39549.0,24.9946236715,12277,0.03,659048933.62,5056,
2015-11-12,416,4506870.0,0.450587,46397.0,18.6678102119,11449,0.026818434332,675817957.435,5139,
2015-11-13,370,4430220.0,0.442413,25508.0,23.0037402893,10840,0.05,708204599.799,4443,
2015-11-14,499,4508820.0,0.449764,22033.0,20.0546128962,10803,0.019800008914,710014224.599,5048,
2015-11-15,390,4266860.0,0.425155,23747.0,21.9834980312,10640,0.031957203333,745519625.252,4399,
2015-11-16,538,4327140.0,0.430657,15841.0,26.3864815827,12945,0.025201951357,664227462.604,5327,
2015-11-17,458,4386510.0,0.436079,11601.0,26.5719933782,17040,0.03,740422506.64,4823,
2015-11-18,460,4354230.0,0.43235,19508.0,24.0899636976,13703,0.03,849665529.055,4888,
2015-11-19,496,4191680.0,0.415762,23986.0,25.8564067162,13505,0.029568341126,729804748.621,5216,
2015-11-20,421,4074550.0,0.403695,9764.0,22.5518331942,13130,0.03,728857152.354,4665,
2015-11-21,405,3945290.0,0.390449,29577.0,18.9155166693,11120,0.02558472,743445045.507,4565,
