date,txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,activeAddresses,medianFee,averageDifficulty,paymentCount
2018-02-25,2913,4302820000.0,273.03,33676300.0,46.5643712549,13024,0.01147216,1.18226193306e+11,3899,
2018-02-26,4170,4449610000.0,282.28,53939200.0,65.58850832,17510,0.01145704,1.13367439578e+11,5203,
2018-02-27,4864,4652030000.0,295.06,64821400.0,89.8011611331,21033,0.01144416,1.04967546081e+11,6105,
2018-02-28,3922,4755310000.0,301.54,47981800.0,54.4793139105,19176,0.01142512,1.01806470548e+11,5116,
2018-03-01,4172,4511850000.0,286.03,62044300.0,66.5440987405,19824,0.01140888,1.14212435511e+11,5682,
2018-03-02,5262,4946550000.0,313.52,170634000.0,85.277656776,23390,0.01139488,1.06520391477e+11,6261,
2018-03-03,5398,5460590000.0,346.02,196022000.0,85.0001017176,25444,0.01137752,1.06147879689e+11,6958,
2018-03-04,5099,5552320000.0,351.75,123113000.0,82.6669595747,21569,0.01135848,1.17457927903e+11,5982,
2018-03-05,5670,5827040000.0,369.06,130898000.0,80.5239329051,25527,0.01134448,1.21704273653e+11,6860,
2018-03-06,5284,5825450000.0,368.88,93212700.0,70.5868476701,26160,0.01132824,1.06863133175e+11,6431,
2018-03-07,4737,5469110000.0,346.24,162103000.0,73.3863780013,20070,0.01131368,1.13339517867e+11,5868,
2018-03-08,4464,5342310000.0,338.13,128424000.0,80.9676426901,18027,0.01130024,1.24156219625e+11,5590,
2018-03-09,4147,4387040000.0,277.61,155072000.0,55.6487181269,18219,0.01128512,1.16094272941e+11,5203,
2018-03-10,3440,4595400000.0,290.72,78431700.0,52.6796549295,14934,0.01126832,1.237346415e+11,4473,
2018-03-11,3152,4058010000.0,256.67,73755400.0,49.5048431518,14212,0.01125264,1.13500245388e+11,4259,
2018-03-12,4290,4466340000.0,282.43,66680300.0,70.0657510803,17237,0.01123808,1.13092836989e+11,5358,
2018-03-13,4112,4084440000.0,258.22,69264500.0,57.6356512199,20230,0.0112196,1.17105920792e+11,5244,
2018-03-14,4087,3928670000.0,248.31,75383300.0,57.0176743093,17204,0.01120728,1.22088406775e+11,5186,
2018-03-15,3679,3415550000.0,215.84,75798000.0,50.9913688117,15404,0.01119216,1.13137011255e+11,4813,
2018-03-16,3083,3374770000.0,213.21,62972500.0,41.7013318761,13478,0.01117592,1.09816002255e+11,4112,
2018-03-17,2785,3411600000.0,215.49,48877500.0,36.2111856817,12998,0.011158,1.16439510324e+11,3858,
2018-03-18,3300,3126390000.0,197.43,75859900.0,45.4341036588,14616,0.01114456,1.21330446868e+11,4355,
2018-03-19,3604,3331520000.0,210.33,67314400.0,48.377588821,15730,0.01113,1.20586514533e+11,4553,
2018-03-20,3727,3452770000.0,217.94,60005900.0,49.0809556178,15414,0.0111132,1.18238612526e+11,4757,
2018-03-21,4273,3553750000.0,224.26,57121400.0,56.5566196435,18109,0.01110144,1.15368766243e+11,5392,
2018-03-22,3554,3464170000.0,218.56,40394500.0,45.8466421558,15041,0.01108128,1.29333612368e+11,4690,
2018-03-23,3312,3368360000.0,212.47,39365700.0,41.2847128132,13900,0.01106616,1.28100831356e+11,4272,
2018-03-24,3013,3415180000.0,215.37,24099100.0,38.8559644977,12658,0.0110516,1.18782712649e+11,3817,
2018-03-25,3009,3288230000.0,207.32,23409900.0,39.9028671487,12991,0.01103648,1.2302478145e+11,4066,
2018-03-26,3456,3359790000.0,211.78,37329600.0,44.6719635979,16450,0.01102136,1.17987275765e+11,4417,
2018-03-27,3429,3123560000.0,196.85,53498800.0,45.442851391,14941,0.01100568,1.17880328745e+11,4429,
2018-03-28,3806,2975330000.0,187.47,44833300.0,49.1063175046,16231,0.01099084,1.19804388459e+11,4991,
2018-03-29,4072,3164030000.0,199.31,53055600.0,51.8555445608,16872,0.010976,1.15070910995e+11,5145,
2018-03-30,3596,2794560000.0,176.0,41887500.0,46.9480866024,15369,0.01096228,1.14848398909e+11,4539,
2018-03-31,2648,2740000000.0,172.53,22220300.0,32.04132649,12887,0.0109452,1.06233607225e+11,3833,
2018-04-01,2689,2839980000.0,178.78,31024200.0,35.5970841413,12601,0.01093176,1.20437139998e+11,3744,
2018-04-02,3081,2794350000.0,175.87,27927800.0,37.8037456994,13317,0.01091608,1.22745172551e+11,4090,
2018-04-03,3833,2821900000.0,177.57,36809600.0,50.505534214,20211,0.01090152,1.17633782671e+11,4780,
2018-04-04,3553,3010550000.0,189.4,39301200.0,42.3605953565,15574,0.01011816,1.20083356433e+11,4490,
2018-04-05,5340,2703660000.0,170.05,40641000.0,88.8195959055,31594,0.01010308,1.19581782326e+11,10838,
2018-04-06,2199,2741770000.0,172.41,42452500.0,24.0538279909,11832,0.01,1.29558506051e+11,2918,
2018-04-07,1145,2580780000.0,162.27,30577500.0,11.65473123,6030,0.01,88820242824.4,2553,
2018-04-08,2539,2703720000.0,169.99,24114000.0,18.43930243,16732,0.0027139,32474571638.7,4831,
2018-04-09,3625,2768980000.0,174.06,24546500.0,33.0990261519,24850,0.00270984,45186323402.3,7969,
2018-04-10,4096,2658460000.0,167.06,31208400.0,31.4045020176,18712,0.00270522,60353837424.9,6768,
2018-04-11,5248,2634970000.0,165.55,41345600.0,43.51061624,26193,0.0027027,55384605142.9,8594,
2018-04-12,5225,2689210000.0,168.92,62352400.0,45.4231750691,24526,0.002891175,58154463032.9,8638,
2018-04-13,4722,3057950000.0,192.04,56740700.0,36.3451350544,22470,0.00269528,53572205384.3,7653,
2018-04-14,4708,3004320000.0,188.64,42979700.0,37.283939042,22371,0.0038444,54032349688.8,7887,
2018-04-15,4889,3041250000.0,190.91,50712700.0,38.1150696984,22105,0.00268814,56724454391.8,8216,
2018-04-16,5894,3194640000.0,200.5,41090800.0,48.9254598277,27358,0.00900379,57098372771.2,8987,
2018-04-17,5584,3098350000.0,194.41,39801200.0,47.5735446942,27699,0.00745797,60023948002.0,9765,
2018-04-18,6950,3121670000.0,195.83,180249000.0,58.5368589175,32564,0.00992992,58712271065.5,10412,
2018-04-19,5640,3641740000.0,228.41,89253400.0,47.679054038,26494,0.00353021,59563601775.2,9034,
2018-04-20,5883,3811620000.0,239.01,128551000.0,41.8376212298,31331,0.0026691,57390448529.3,8944,
2018-04-21,5431,4329190000.0,271.41,89939200.0,44.1346044206,26843,0.0028551,62434530835.9,8930,
2018-04-22,6130,4105010000.0,257.32,142363000.0,45.9944933826,31241,0.0028512,62151280811.0,8881,
2018-04-23,6744,4321470000.0,270.81,110600000.0,52.9530061693,30718,0.00303664,60496329604.9,10007,
2018-04-24,6883,4503930000.0,282.18,141852000.0,55.1176153116,33202,0.0028425,62644825166.5,10734,
2018-04-25,6538,4686490000.0,293.56,157435000.0,47.9801679239,30214,0.00265118,64037106824.3,9711,
2018-04-26,6486,4121110000.0,258.09,153394000.0,49.7527707615,36759,0.00283545,63807502171.1,10160,
2018-04-27,6623,4268910000.0,267.29,93178900.0,52.3528720434,33474,0.0028293,60136872382.0,10224,
2018-04-28,6498,4021980000.0,251.77,84646700.0,45.3754198919,31335,0.00264012,58686363048.3,9930,
2018-04-29,6783,4168850000.0,260.91,92297200.0,47.2132358689,30265,0.00263648,60432808448.9,9940,
2018-04-30,6835,4096790000.0,256.35,103574000.0,55.8198763354,33883,0.00319821,62600814751.9,10471,
2018-05-01,7537,3875470000.0,242.45,71420800.0,57.7547751951,35866,0.00300416,57411646167.7,11193,
2018-05-02,6614,3836190000.0,239.94,83039300.0,48.5228729546,30825,0.00262598,60623797720.9,9674,
2018-05-03,8078,3987290000.0,249.34,115162000.0,65.5041199332,36959,0.00970216,59157148520.9,12215,
2018-05-04,5890,3945670000.0,246.68,77875600.0,45.3416338149,40362,0.00280575,60514633208.9,9453,
2018-05-05,5871,3859260000.0,241.23,73154300.0,54.9997034284,32769,0.00970632,55581160824.8,9782,
2018-05-06,4936,3854550000.0,240.88,50393500.0,44.7340923997,23150,0.00969592,55832290247.1,7853,
2018-05-07,5454,3773020000.0,235.74,44546500.0,54.8835488039,28948,0.00968344,53914694689.7,8973,
2018-05-08,5374,3733360000.0,233.22,33703600.0,53.6101169642,29757,0.00967252,55051821149.9,8416,
2018-05-09,5958,3583730000.0,223.82,41903700.0,55.1728184693,27607,0.00965536,54329764718.2,9804,
2018-05-10,6442,3638800000.0,227.21,36197200.0,55.3729449182,29412,0.00964132,55634939201.8,9513,
2018-05-11,5297,3499620000.0,218.48,48447300.0,47.047186758,24325,0.0096304,51939991091.0,8241,
2018-05-12,4587,3165400000.0,197.57,32938200.0,37.3428758169,21600,0.00332694,52211624340.0,8072,
2018-05-13,4841,3237820000.0,202.05,32021800.0,33.3284122404,22185,0.0025865,53726715541.9,7974,
2018-05-14,5785,3368960000.0,210.19,56526000.0,44.6473357114,26810,0.00313361,52802533392.3,9223,
2018-05-15,5358,3441720000.0,214.69,56849200.0,38.6326845353,24768,0.0027618,54959407253.7,8466,
2018-05-16,5363,3285060000.0,204.87,46385200.0,40.9132723113,25004,0.002759625,51572437030.3,8926,
2018-05-17,6574,3197060000.0,199.34,44934200.0,129.970534574,30969,0.00954824,54659722149.5,10979,
2018-05-18,4901,3096330000.0,193.02,58532500.0,37.0442710517,23396,0.00256914,55161195406.4,8102,
2018-05-19,4203,3266980000.0,203.62,31524400.0,33.7044076636,21097,0.00256578,54649088105.6,7033,
2018-05-20,4465,3174140000.0,197.79,34040600.0,33.1145257162,22206,0.00256186,54687520187.9,8716,
2018-05-21,5225,3271740000.0,203.83,34791200.0,43.4963281382,24866,0.00346864,57228751198.8,8733,
2018-05-22,5542,3189090000.0,198.64,51057500.0,45.4646914696,26121,0.00947908,51787890643.7,8597,
2018-05-23,5029,2823010000.0,175.8,49136900.0,41.6191362154,23385,0.00710619,49545296133.9,8422,
2018-05-24,4799,2749820000.0,171.21,44489500.0,38.0288071281,25431,0.00709878,53071022492.5,7874,
